period,interest,riskGroup,gyraMaisFee,bankFee,partnerFee,type
5,0.0399,4,0.021,0.009,0.01,34244163000131
6,0.0399,4,0.025,0.01,0.01,34244163000131
7,0.0429,4,0.03,0.01,0.01,34244163000131
8,0.0429,4,0.03,0.01,0.01,34244163000131
9,0.0429,4,0.035,0.01,0.01,34244163000131
10,0.0449,4,0.04,0.01,0.01,34244163000131
11,0.0449,4,0.04,0.01,0.01,34244163000131
12,0.0449,4,0.04,0.01,0.01,34244163000131
13,0.0479,4,0.04,0.01,0.01,34244163000131
14,0.0479,4,0.04,0.01,0.01,34244163000131
15,0.0479,4,0.04,0.01,0.01,34244163000131
16,0.0479,4,0.04,0.01,0.01,34244163000131
17,0.0479,4,0.04,0.01,0.01,34244163000131
18,0.0479,4,0.04,0.01,0.01,34244163000131
19,0.0499,4,0.04,0.01,0.01,34244163000131
20,0.0499,4,0.04,0.01,0.01,34244163000131
21,0.0499,4,0.04,0.01,0.01,34244163000131
22,0.0499,4,0.04,0.01,0.01,34244163000131
23,0.0499,4,0.04,0.01,0.01,34244163000131
24,0.0499,4,0.04,0.01,0.01,34244163000131
1,0.0329,5,0.012,0.006,0.01,34244163000131
2,0.0329,5,0.012,0.006,0.01,34244163000131
3,0.0329,5,0.012,0.006,0.01,34244163000131
4,0.0329,5,0.0135,0.0075,0.01,34244163000131
5,0.0329,5,0.021,0.009,0.01,34244163000131
6,0.0329,5,0.025,0.01,0.01,34244163000131
7,0.0349,5,0.03,0.01,0.01,34244163000131
8,0.0349,5,0.03,0.01,0.01,34244163000131
9,0.0349,5,0.035,0.01,0.01,34244163000131
10,0.0379,5,0.04,0.01,0.01,34244163000131
11,0.0379,5,0.04,0.01,0.01,34244163000131
12,0.0379,5,0.04,0.01,0.01,34244163000131
13,0.0399,5,0.04,0.01,0.01,34244163000131
14,0.0399,5,0.04,0.01,0.01,34244163000131
15,0.0399,5,0.04,0.01,0.01,34244163000131
16,0.0399,5,0.04,0.01,0.01,34244163000131
17,0.0399,5,0.04,0.01,0.01,34244163000131
18,0.0399,5,0.04,0.01,0.01,34244163000131
19,0.0429,5,0.04,0.01,0.01,34244163000131
20,0.0429,5,0.04,0.01,0.01,34244163000131
21,0.0429,5,0.04,0.01,0.01,34244163000131
22,0.0429,5,0.04,0.01,0.01,34244163000131
23,0.0429,5,0.04,0.01,0.01,34244163000131
24,0.0429,5,0.04,0.01,0.01,34244163000131
1,0.0249,6,0.012,0.006,0.01,34244163000131
2,0.0249,6,0.012,0.006,0.01,34244163000131
3,0.0249,6,0.012,0.006,0.01,34244163000131
4,0.0249,6,0.0135,0.0075,0.01,34244163000131
5,0.0249,6,0.021,0.009,0.01,34244163000131
6,0.0249,6,0.025,0.01,0.01,34244163000131
7,0.0279,6,0.03,0.01,0.01,34244163000131
8,0.0279,6,0.03,0.01,0.01,34244163000131
9,0.0279,6,0.035,0.01,0.01,34244163000131
10,0.0299,6,0.04,0.01,0.01,34244163000131
11,0.0299,6,0.04,0.01,0.01,34244163000131
12,0.0299,6,0.04,0.01,0.01,34244163000131
13,0.0329,6,0.04,0.01,0.01,34244163000131
14,0.0329,6,0.04,0.01,0.01,34244163000131
15,0.0329,6,0.04,0.01,0.01,34244163000131
16,0.0329,6,0.04,0.01,0.01,34244163000131
17,0.0329,6,0.04,0.01,0.01,34244163000131
18,0.0329,6,0.04,0.01,0.01,34244163000131
19,0.0349,6,0.04,0.01,0.01,34244163000131
20,0.0349,6,0.04,0.01,0.01,34244163000131
21,0.0349,6,0.04,0.01,0.01,34244163000131
22,0.0349,6,0.04,0.01,0.01,34244163000131
23,0.0349,6,0.04,0.01,0.01,34244163000131
24,0.0349,6,0.04,0.01,0.01,34244163000131
1,0.0199,7,0.012,0.006,0.01,34244163000131
2,0.0199,7,0.012,0.006,0.01,34244163000131
3,0.0199,7,0.012,0.006,0.01,34244163000131
4,0.0229,7,0.0135,0.0075,0.01,34244163000131
5,0.0229,7,0.021,0.009,0.01,34244163000131
6,0.0229,7,0.025,0.01,0.01,34244163000131
7,0.0249,7,0.03,0.01,0.01,34244163000131
8,0.0249,7,0.03,0.01,0.01,34244163000131
9,0.0249,7,0.035,0.01,0.01,34244163000131
10,0.0279,7,0.04,0.01,0.01,34244163000131
11,0.0279,7,0.04,0.01,0.01,34244163000131
12,0.0279,7,0.04,0.01,0.01,34244163000131
13,0.0299,7,0.04,0.01,0.01,34244163000131
14,0.0299,7,0.04,0.01,0.01,34244163000131
15,0.0299,7,0.04,0.01,0.01,34244163000131
16,0.0299,7,0.04,0.01,0.01,34244163000131
17,0.0299,7,0.04,0.01,0.01,34244163000131
18,0.0299,7,0.04,0.01,0.01,34244163000131
19,0.0299,7,0.04,0.01,0.01,34244163000131
20,0.0299,7,0.04,0.01,0.01,34244163000131
21,0.0299,7,0.04,0.01,0.01,34244163000131
22,0.0299,7,0.04,0.01,0.01,34244163000131
23,0.0299,7,0.04,0.01,0.01,34244163000131
24,0.0299,7,0.04,0.01,0.01,34244163000131
1,0.0189,8,0.012,0.006,0.01,34244163000131
2,0.0189,8,0.012,0.006,0.01,34244163000131
3,0.0189,8,0.012,0.006,0.01,34244163000131
4,0.0219,8,0.0135,0.0075,0.01,34244163000131
5,0.0219,8,0.021,0.009,0.01,34244163000131
6,0.0219,8,0.025,0.01,0.01,34244163000131
7,0.0239,8,0.03,0.01,0.01,34244163000131
8,0.0239,8,0.03,0.01,0.01,34244163000131
9,0.0239,8,0.035,0.01,0.01,34244163000131
10,0.0269,8,0.04,0.01,0.01,34244163000131
11,0.0269,8,0.04,0.01,0.01,34244163000131
12,0.0269,8,0.04,0.01,0.01,34244163000131
13,0.0289,8,0.04,0.01,0.01,34244163000131
14,0.0289,8,0.04,0.01,0.01,34244163000131
15,0.0289,8,0.04,0.01,0.01,34244163000131
16,0.0289,8,0.04,0.01,0.01,34244163000131
17,0.0289,8,0.04,0.01,0.01,34244163000131
18,0.0289,8,0.04,0.01,0.01,34244163000131
19,0.0289,8,0.04,0.01,0.01,34244163000131
20,0.0289,8,0.04,0.01,0.01,34244163000131
21,0.0289,8,0.04,0.01,0.01,34244163000131
22,0.0289,8,0.04,0.01,0.01,34244163000131
23,0.0289,8,0.04,0.01,0.01,34244163000131
24,0.0289,8,0.04,0.01,0.01,34244163000131
1,0.0599,1,0.012,0.006,0.01,30598075000187
2,0.0599,1,0.012,0.006,0.01,30598075000187
3,0.0599,1,0.012,0.006,0.01,30598075000187
4,0.0629,1,0.0135,0.0075,0.01,30598075000187
5,0.0629,1,0.021,0.009,0.01,30598075000187
6,0.0629,1,0.025,0.01,0.01,30598075000187
7,0.0649,1,0.03,0.01,0.01,30598075000187
8,0.0649,1,0.03,0.01,0.01,30598075000187
9,0.0649,1,0.035,0.01,0.01,30598075000187
10,0.0699,1,0.04,0.01,0.01,30598075000187
11,0.0699,1,0.04,0.01,0.01,30598075000187
12,0.0699,1,0.04,0.01,0.01,30598075000187
13,0.0749,1,0.04,0.01,0.01,30598075000187
14,0.0749,1,0.04,0.01,0.01,30598075000187
15,0.0749,1,0.04,0.01,0.01,30598075000187
16,0.0749,1,0.04,0.01,0.01,30598075000187
17,0.0749,1,0.04,0.01,0.01,30598075000187
18,0.0749,1,0.04,0.01,0.01,30598075000187
19,0.0749,1,0.04,0.01,0.01,30598075000187
20,0.0749,1,0.04,0.01,0.01,30598075000187
21,0.0299,1,0.04,0.01,0.01,30598075000187
22,0.0749,1,0.04,0.01,0.01,30598075000187
23,0.0749,1,0.04,0.01,0.01,30598075000187
24,0.0749,1,0.04,0.01,0.01,30598075000187
1,0.0499,2,0.012,0.006,0.01,30598075000187
2,0.0499,2,0.012,0.006,0.01,30598075000187
3,0.0499,2,0.012,0.006,0.01,30598075000187
4,0.0529,2,0.0135,0.0075,0.01,30598075000187
5,0.0529,2,0.021,0.009,0.01,30598075000187
6,0.0529,2,0.025,0.01,0.01,30598075000187
7,0.0549,2,0.03,0.01,0.01,30598075000187
8,0.0549,2,0.03,0.01,0.01,30598075000187
9,0.0549,2,0.035,0.01,0.01,30598075000187
10,0.0599,2,0.04,0.01,0.01,30598075000187
11,0.0599,2,0.04,0.01,0.01,30598075000187
12,0.0599,2,0.04,0.01,0.01,30598075000187
13,0.0649,2,0.04,0.01,0.01,30598075000187
14,0.0649,2,0.04,0.01,0.01,30598075000187
15,0.0649,2,0.04,0.01,0.01,30598075000187
16,0.0649,2,0.04,0.01,0.01,30598075000187
17,0.0649,2,0.04,0.01,0.01,30598075000187
18,0.0649,2,0.04,0.01,0.01,30598075000187
19,0.0,2,0.04,0.01,0.01,30598075000187
20,0.0649,2,0.04,0.01,0.01,30598075000187
21,0.0649,2,0.04,0.01,0.01,30598075000187
22,0.0649,2,0.04,0.01,0.01,30598075000187
23,0.0649,2,0.04,0.01,0.01,30598075000187
24,0.0649,2,0.04,0.01,0.01,30598075000187
1,0.0429,3,0.012,0.006,0.01,30598075000187
2,0.0429,3,0.012,0.006,0.01,30598075000187
3,0.0429,3,0.012,0.006,0.01,30598075000187
4,0.0449,3,0.0135,0.0075,0.01,30598075000187
5,0.0449,3,0.021,0.009,0.01,30598075000187
6,0.0449,3,0.025,0.01,0.01,30598075000187
7,0.0479,3,0.03,0.01,0.01,30598075000187
8,0.0479,3,0.03,0.01,0.01,30598075000187
9,0.0479,3,0.035,0.01,0.01,30598075000187
10,0.0499,3,0.04,0.01,0.01,30598075000187
11,0.0499,3,0.04,0.01,0.01,30598075000187
12,0.0499,3,0.04,0.01,0.01,30598075000187
13,0.0529,3,0.04,0.01,0.01,30598075000187
14,0.0529,3,0.04,0.01,0.01,30598075000187
15,0.0529,3,0.04,0.01,0.01,30598075000187
16,0.0529,3,0.04,0.01,0.01,30598075000187
17,0.0529,3,0.04,0.01,0.01,30598075000187
18,0.0529,3,0.04,0.01,0.01,30598075000187
19,0.0549,3,0.04,0.01,0.01,30598075000187
20,0.0549,3,0.04,0.01,0.01,30598075000187
21,0.0549,3,0.04,0.01,0.01,30598075000187
22,0.0549,3,0.04,0.01,0.01,30598075000187
23,0.0549,3,0.04,0.01,0.01,30598075000187
24,0.0549,3,0.04,0.01,0.01,30598075000187
1,0.0379,4,0.012,0.006,0.01,30598075000187
2,0.0379,4,0.012,0.006,0.01,30598075000187
3,0.0379,4,0.012,0.006,0.01,30598075000187
4,0.0399,4,0.0135,0.0075,0.01,30598075000187
5,0.0399,4,0.021,0.009,0.01,30598075000187
6,0.0399,4,0.025,0.01,0.01,30598075000187
7,0.0429,4,0.03,0.01,0.01,30598075000187
8,0.0429,4,0.03,0.01,0.01,30598075000187
9,0.0429,4,0.035,0.01,0.01,30598075000187
10,0.0449,4,0.04,0.01,0.01,30598075000187
11,0.0449,4,0.04,0.01,0.01,30598075000187
12,0.0449,4,0.04,0.01,0.01,30598075000187
13,0.0479,4,0.04,0.01,0.01,30598075000187
14,0.0479,4,0.04,0.01,0.01,30598075000187
15,0.0479,4,0.04,0.01,0.01,30598075000187
16,0.0479,4,0.04,0.01,0.01,30598075000187
17,0.0479,4,0.04,0.01,0.01,30598075000187
18,0.0479,4,0.04,0.01,0.01,30598075000187
19,0.0499,4,0.04,0.01,0.01,30598075000187
20,0.0499,4,0.04,0.01,0.01,30598075000187
21,0.0499,4,0.04,0.01,0.01,30598075000187
22,0.0499,4,0.04,0.01,0.01,30598075000187
23,0.0499,4,0.04,0.01,0.01,30598075000187
24,0.0499,4,0.04,0.01,0.01,30598075000187
1,0.0329,5,0.012,0.006,0.01,30598075000187
2,0.0329,5,0.012,0.006,0.01,30598075000187
3,0.0329,5,0.012,0.006,0.01,30598075000187
4,0.0329,5,0.0135,0.0075,0.01,30598075000187
5,0.0329,5,0.021,0.009,0.01,30598075000187
6,0.0329,5,0.025,0.01,0.01,30598075000187
7,0.0349,5,0.03,0.01,0.01,30598075000187
8,0.0349,5,0.03,0.01,0.01,30598075000187
9,0.0349,5,0.035,0.01,0.01,30598075000187
10,0.0379,5,0.04,0.01,0.01,30598075000187
11,0.0379,5,0.04,0.01,0.01,30598075000187
12,0.0379,5,0.04,0.01,0.01,30598075000187
13,0.0399,5,0.04,0.01,0.01,30598075000187
14,0.0399,5,0.04,0.01,0.01,30598075000187
15,0.0399,5,0.04,0.01,0.01,30598075000187
16,0.0399,5,0.04,0.01,0.01,30598075000187
17,0.0399,5,0.04,0.01,0.01,30598075000187
18,0.0399,5,0.04,0.01,0.01,30598075000187
19,0.0429,5,0.04,0.01,0.01,30598075000187
20,0.0429,5,0.04,0.01,0.01,30598075000187
21,0.0429,5,0.04,0.01,0.01,30598075000187
22,0.0429,5,0.04,0.01,0.01,30598075000187
23,0.0429,5,0.04,0.01,0.01,30598075000187
24,0.0429,5,0.04,0.01,0.01,30598075000187
1,0.0249,6,0.012,0.006,0.01,30598075000187
2,0.0249,6,0.012,0.006,0.01,30598075000187
3,0.0249,6,0.012,0.006,0.01,30598075000187
4,0.0249,6,0.0135,0.0075,0.01,30598075000187
5,0.0249,6,0.021,0.009,0.01,30598075000187
6,0.0249,6,0.025,0.01,0.01,30598075000187
7,0.0279,6,0.03,0.01,0.01,30598075000187
8,0.0279,6,0.03,0.01,0.01,30598075000187
9,0.0279,6,0.035,0.01,0.01,30598075000187
10,0.0299,6,0.04,0.01,0.01,30598075000187
11,0.0299,6,0.04,0.01,0.01,30598075000187
12,0.0299,6,0.04,0.01,0.01,30598075000187
13,0.0329,6,0.04,0.01,0.01,30598075000187
14,0.0329,6,0.04,0.01,0.01,30598075000187
15,0.0329,6,0.04,0.01,0.01,30598075000187
16,0.0329,6,0.04,0.01,0.01,30598075000187
17,0.0329,6,0.04,0.01,0.01,30598075000187
18,0.0329,6,0.04,0.01,0.01,30598075000187
19,0.0349,6,0.04,0.01,0.01,30598075000187
20,0.0349,6,0.04,0.01,0.01,30598075000187
21,0.0349,6,0.04,0.01,0.01,30598075000187
22,0.0349,6,0.04,0.01,0.01,30598075000187
23,0.0349,6,0.04,0.01,0.01,30598075000187
24,0.0349,6,0.04,0.01,0.01,30598075000187
1,0.0199,7,0.012,0.006,0.01,30598075000187
2,0.0199,7,0.012,0.006,0.01,30598075000187
3,0.0199,7,0.012,0.006,0.01,30598075000187
4,0.0229,7,0.0135,0.0075,0.01,30598075000187
5,0.0229,7,0.021,0.009,0.01,30598075000187
6,0.0229,7,0.025,0.01,0.01,30598075000187
7,0.0249,7,0.03,0.01,0.01,30598075000187
8,0.0249,7,0.03,0.01,0.01,30598075000187
9,0.0249,7,0.035,0.01,0.01,30598075000187
10,0.0279,7,0.04,0.01,0.01,30598075000187
11,0.0279,7,0.04,0.01,0.01,30598075000187
12,0.0279,7,0.04,0.01,0.01,30598075000187
13,0.0299,7,0.04,0.01,0.01,30598075000187
14,0.0299,7,0.04,0.01,0.01,30598075000187
15,0.0299,7,0.04,0.01,0.01,30598075000187
16,0.0299,7,0.04,0.01,0.01,30598075000187
17,0.0299,7,0.04,0.01,0.01,30598075000187
18,0.0299,7,0.04,0.01,0.01,30598075000187
19,0.0299,7,0.04,0.01,0.01,30598075000187
20,0.0299,7,0.04,0.01,0.01,30598075000187
21,0.0299,7,0.04,0.01,0.01,30598075000187
22,0.0299,7,0.04,0.01,0.01,30598075000187
23,0.0299,7,0.04,0.01,0.01,30598075000187
24,0.0299,7,0.04,0.01,0.01,30598075000187
1,0.0189,8,0.012,0.006,0.01,30598075000187
2,0.0189,8,0.012,0.006,0.01,30598075000187
3,0.0189,8,0.012,0.006,0.01,30598075000187
4,0.0219,8,0.0135,0.0075,0.01,30598075000187
5,0.0219,8,0.021,0.009,0.01,30598075000187
6,0.0219,8,0.025,0.01,0.01,30598075000187
7,0.0239,8,0.03,0.01,0.01,30598075000187
8,0.0239,8,0.03,0.01,0.01,30598075000187
9,0.0239,8,0.035,0.01,0.01,30598075000187
10,0.0269,8,0.04,0.01,0.01,30598075000187
11,0.0269,8,0.04,0.01,0.01,30598075000187
12,0.0269,8,0.04,0.01,0.01,30598075000187
13,0.0289,8,0.04,0.01,0.01,30598075000187
14,0.0289,8,0.04,0.01,0.01,30598075000187
15,0.0289,8,0.04,0.01,0.01,30598075000187
16,0.0289,8,0.04,0.01,0.01,30598075000187
17,0.0289,8,0.04,0.01,0.01,30598075000187
18,0.0289,8,0.04,0.01,0.01,30598075000187
19,0.0289,8,0.04,0.01,0.01,30598075000187
20,0.0289,8,0.04,0.01,0.01,30598075000187
21,0.0289,8,0.04,0.01,0.01,30598075000187
22,0.0289,8,0.04,0.01,0.01,30598075000187
23,0.0289,8,0.04,0.01,0.01,30598075000187
24,0.0289,8,0.04,0.01,0.01,30598075000187
1,0.0599,1,0.012,0.006,0.01,26341030000155
2,0.0599,1,0.012,0.006,0.01,26341030000155
3,0.0599,1,0.012,0.006,0.01,26341030000155
4,0.0629,1,0.0135,0.0075,0.01,26341030000155
5,0.0629,1,0.021,0.009,0.01,26341030000155
6,0.0629,1,0.025,0.01,0.01,26341030000155
7,0.0649,1,0.03,0.01,0.01,26341030000155
8,0.0649,1,0.03,0.01,0.01,26341030000155
9,0.0649,1,0.035,0.01,0.01,26341030000155
10,0.0699,1,0.04,0.01,0.01,26341030000155
11,0.0699,1,0.04,0.01,0.01,26341030000155
12,0.0699,1,0.04,0.01,0.01,26341030000155
13,0.0749,1,0.04,0.01,0.01,26341030000155
14,0.0749,1,0.04,0.01,0.01,26341030000155
15,0.0749,1,0.04,0.01,0.01,26341030000155
16,0.0749,1,0.04,0.01,0.01,26341030000155
17,0.0749,1,0.04,0.01,0.01,26341030000155
18,0.0749,1,0.04,0.01,0.01,26341030000155
19,0.0749,1,0.04,0.01,0.01,26341030000155
20,0.0749,1,0.04,0.01,0.01,26341030000155
21,0.0299,1,0.04,0.01,0.01,26341030000155
22,0.0749,1,0.04,0.01,0.01,26341030000155
23,0.0749,1,0.04,0.01,0.01,26341030000155
24,0.0749,1,0.04,0.01,0.01,26341030000155
1,0.0499,2,0.012,0.006,0.01,26341030000155
2,0.0499,2,0.012,0.006,0.01,26341030000155
3,0.0499,2,0.012,0.006,0.01,26341030000155
4,0.0529,2,0.0135,0.0075,0.01,26341030000155
5,0.0529,2,0.021,0.009,0.01,26341030000155
6,0.0529,2,0.025,0.01,0.01,26341030000155
7,0.0549,2,0.03,0.01,0.01,26341030000155
8,0.0549,2,0.03,0.01,0.01,26341030000155
9,0.0549,2,0.035,0.01,0.01,26341030000155
10,0.0599,2,0.04,0.01,0.01,26341030000155
11,0.0599,2,0.04,0.01,0.01,26341030000155
12,0.0599,2,0.04,0.01,0.01,26341030000155
13,0.0649,2,0.04,0.01,0.01,26341030000155
14,0.0649,2,0.04,0.01,0.01,26341030000155
15,0.0649,2,0.04,0.01,0.01,26341030000155
16,0.0649,2,0.04,0.01,0.01,26341030000155
17,0.0649,2,0.04,0.01,0.01,26341030000155
18,0.0649,2,0.04,0.01,0.01,26341030000155
19,0.0,2,0.04,0.01,0.01,26341030000155
20,0.0649,2,0.04,0.01,0.01,26341030000155
21,0.0649,2,0.04,0.01,0.01,26341030000155
22,0.0649,2,0.04,0.01,0.01,26341030000155
23,0.0649,2,0.04,0.01,0.01,26341030000155
24,0.0649,2,0.04,0.01,0.01,26341030000155
1,0.0429,3,0.012,0.006,0.01,26341030000155
2,0.0429,3,0.012,0.006,0.01,26341030000155
3,0.0429,3,0.012,0.006,0.01,26341030000155
4,0.0449,3,0.0135,0.0075,0.01,26341030000155
5,0.0449,3,0.021,0.009,0.01,26341030000155
6,0.0449,3,0.025,0.01,0.01,26341030000155
7,0.0479,3,0.03,0.01,0.01,26341030000155
8,0.0479,3,0.03,0.01,0.01,26341030000155
9,0.0479,3,0.035,0.01,0.01,26341030000155
10,0.0499,3,0.04,0.01,0.01,26341030000155
11,0.0499,3,0.04,0.01,0.01,26341030000155
12,0.0499,3,0.04,0.01,0.01,26341030000155
13,0.0529,3,0.04,0.01,0.01,26341030000155
14,0.0529,3,0.04,0.01,0.01,26341030000155
15,0.0529,3,0.04,0.01,0.01,26341030000155
16,0.0529,3,0.04,0.01,0.01,26341030000155
17,0.0529,3,0.04,0.01,0.01,26341030000155
18,0.0529,3,0.04,0.01,0.01,26341030000155
19,0.0549,3,0.04,0.01,0.01,26341030000155
20,0.0549,3,0.04,0.01,0.01,26341030000155
21,0.0549,3,0.04,0.01,0.01,26341030000155
22,0.0549,3,0.04,0.01,0.01,26341030000155
23,0.0549,3,0.04,0.01,0.01,26341030000155
24,0.0549,3,0.04,0.01,0.01,26341030000155
1,0.0379,4,0.012,0.006,0.01,26341030000155
2,0.0379,4,0.012,0.006,0.01,26341030000155
3,0.0379,4,0.012,0.006,0.01,26341030000155
4,0.0399,4,0.0135,0.0075,0.01,26341030000155
5,0.0399,4,0.021,0.009,0.01,26341030000155
6,0.0399,4,0.025,0.01,0.01,26341030000155
7,0.0429,4,0.03,0.01,0.01,26341030000155
8,0.0429,4,0.03,0.01,0.01,26341030000155
9,0.0429,4,0.035,0.01,0.01,26341030000155
10,0.0449,4,0.04,0.01,0.01,26341030000155
11,0.0449,4,0.04,0.01,0.01,26341030000155
12,0.0449,4,0.04,0.01,0.01,26341030000155
13,0.0479,4,0.04,0.01,0.01,26341030000155
14,0.0479,4,0.04,0.01,0.01,26341030000155
15,0.0479,4,0.04,0.01,0.01,26341030000155
16,0.0479,4,0.04,0.01,0.01,26341030000155
17,0.0479,4,0.04,0.01,0.01,26341030000155
18,0.0479,4,0.04,0.01,0.01,26341030000155
19,0.0499,4,0.04,0.01,0.01,26341030000155
20,0.0499,4,0.04,0.01,0.01,26341030000155
21,0.0499,4,0.04,0.01,0.01,26341030000155
22,0.0499,4,0.04,0.01,0.01,26341030000155
23,0.0499,4,0.04,0.01,0.01,26341030000155
24,0.0499,4,0.04,0.01,0.01,26341030000155
1,0.0329,5,0.012,0.006,0.01,26341030000155
2,0.0329,5,0.012,0.006,0.01,26341030000155
3,0.0329,5,0.012,0.006,0.01,26341030000155
4,0.0329,5,0.0135,0.0075,0.01,26341030000155
5,0.0329,5,0.021,0.009,0.01,26341030000155
6,0.0329,5,0.025,0.01,0.01,26341030000155
7,0.0349,5,0.03,0.01,0.01,26341030000155
8,0.0349,5,0.03,0.01,0.01,26341030000155
9,0.0349,5,0.035,0.01,0.01,26341030000155
10,0.0379,5,0.04,0.01,0.01,26341030000155
11,0.0379,5,0.04,0.01,0.01,26341030000155
12,0.0379,5,0.04,0.01,0.01,26341030000155
13,0.0399,5,0.04,0.01,0.01,26341030000155
14,0.0399,5,0.04,0.01,0.01,26341030000155
15,0.0399,5,0.04,0.01,0.01,26341030000155
16,0.0399,5,0.04,0.01,0.01,26341030000155
17,0.0399,5,0.04,0.01,0.01,26341030000155
18,0.0399,5,0.04,0.01,0.01,26341030000155
19,0.0429,5,0.04,0.01,0.01,26341030000155
20,0.0429,5,0.04,0.01,0.01,26341030000155
21,0.0429,5,0.04,0.01,0.01,26341030000155
22,0.0429,5,0.04,0.01,0.01,26341030000155
23,0.0429,5,0.04,0.01,0.01,26341030000155
24,0.0429,5,0.04,0.01,0.01,26341030000155
1,0.0249,6,0.012,0.006,0.01,26341030000155
2,0.0249,6,0.012,0.006,0.01,26341030000155
3,0.0249,6,0.012,0.006,0.01,26341030000155
4,0.0249,6,0.0135,0.0075,0.01,26341030000155
5,0.0249,6,0.021,0.009,0.01,26341030000155
6,0.0249,6,0.025,0.01,0.01,26341030000155
7,0.0279,6,0.03,0.01,0.01,26341030000155
8,0.0279,6,0.03,0.01,0.01,26341030000155
9,0.0279,6,0.035,0.01,0.01,26341030000155
10,0.0299,6,0.04,0.01,0.01,26341030000155
11,0.0299,6,0.04,0.01,0.01,26341030000155
12,0.0299,6,0.04,0.01,0.01,26341030000155
13,0.0329,6,0.04,0.01,0.01,26341030000155
14,0.0329,6,0.04,0.01,0.01,26341030000155
15,0.0329,6,0.04,0.01,0.01,26341030000155
16,0.0329,6,0.04,0.01,0.01,26341030000155
17,0.0329,6,0.04,0.01,0.01,26341030000155
18,0.0329,6,0.04,0.01,0.01,26341030000155
19,0.0349,6,0.04,0.01,0.01,26341030000155
20,0.0349,6,0.04,0.01,0.01,26341030000155
21,0.0349,6,0.04,0.01,0.01,26341030000155
22,0.0349,6,0.04,0.01,0.01,26341030000155
23,0.0349,6,0.04,0.01,0.01,26341030000155
24,0.0349,6,0.04,0.01,0.01,26341030000155
1,0.0199,7,0.012,0.006,0.01,26341030000155
2,0.0199,7,0.012,0.006,0.01,26341030000155
3,0.0199,7,0.012,0.006,0.01,26341030000155
4,0.0229,7,0.0135,0.0075,0.01,26341030000155
5,0.0229,7,0.021,0.009,0.01,26341030000155
6,0.0229,7,0.025,0.01,0.01,26341030000155
7,0.0249,7,0.03,0.01,0.01,26341030000155
8,0.0249,7,0.03,0.01,0.01,26341030000155
9,0.0249,7,0.035,0.01,0.01,26341030000155
10,0.0279,7,0.04,0.01,0.01,26341030000155
11,0.0279,7,0.04,0.01,0.01,26341030000155
12,0.0279,7,0.04,0.01,0.01,26341030000155
13,0.0299,7,0.04,0.01,0.01,26341030000155
14,0.0299,7,0.04,0.01,0.01,26341030000155
15,0.0299,7,0.04,0.01,0.01,26341030000155
16,0.0299,7,0.04,0.01,0.01,26341030000155
17,0.0299,7,0.04,0.01,0.01,26341030000155
18,0.0299,7,0.04,0.01,0.01,26341030000155
19,0.0299,7,0.04,0.01,0.01,26341030000155
20,0.0299,7,0.04,0.01,0.01,26341030000155
21,0.0299,7,0.04,0.01,0.01,26341030000155
22,0.0299,7,0.04,0.01,0.01,26341030000155
23,0.0299,7,0.04,0.01,0.01,26341030000155
24,0.0299,7,0.04,0.01,0.01,26341030000155
1,0.0189,8,0.012,0.006,0.01,26341030000155
2,0.0189,8,0.012,0.006,0.01,26341030000155
3,0.0189,8,0.012,0.006,0.01,26341030000155
4,0.0219,8,0.0135,0.0075,0.01,26341030000155
5,0.0219,8,0.021,0.009,0.01,26341030000155
6,0.0219,8,0.025,0.01,0.01,26341030000155
7,0.0239,8,0.03,0.01,0.01,26341030000155
8,0.0239,8,0.03,0.01,0.01,26341030000155
9,0.0239,8,0.035,0.01,0.01,26341030000155
10,0.0269,8,0.04,0.01,0.01,26341030000155
11,0.0269,8,0.04,0.01,0.01,26341030000155
12,0.0269,8,0.04,0.01,0.01,26341030000155
13,0.0289,8,0.04,0.01,0.01,26341030000155
14,0.0289,8,0.04,0.01,0.01,26341030000155
15,0.0289,8,0.04,0.01,0.01,26341030000155
16,0.0289,8,0.04,0.01,0.01,26341030000155
17,0.0289,8,0.04,0.01,0.01,26341030000155
18,0.0289,8,0.04,0.01,0.01,26341030000155
19,0.0289,8,0.04,0.01,0.01,26341030000155
20,0.0289,8,0.04,0.01,0.01,26341030000155
21,0.0289,8,0.04,0.01,0.01,26341030000155
22,0.0289,8,0.04,0.01,0.01,26341030000155
23,0.0289,8,0.04,0.01,0.01,26341030000155
24,0.0289,8,0.04,0.01,0.01,26341030000155
1,0.0599,1,0.012,0.006,0.01,38262677000170
2,0.0599,1,0.012,0.006,0.01,38262677000170
3,0.0599,1,0.012,0.006,0.01,38262677000170
4,0.0629,1,0.0135,0.0075,0.01,38262677000170
5,0.0629,1,0.021,0.009,0.01,38262677000170
6,0.0629,1,0.025,0.01,0.01,38262677000170
7,0.0649,1,0.03,0.01,0.01,38262677000170
8,0.0649,1,0.03,0.01,0.01,38262677000170
9,0.0649,1,0.035,0.01,0.01,38262677000170
10,0.0699,1,0.04,0.01,0.01,38262677000170
11,0.0699,1,0.04,0.01,0.01,38262677000170
12,0.0699,1,0.04,0.01,0.01,38262677000170
13,0.0749,1,0.04,0.01,0.01,38262677000170
14,0.0749,1,0.04,0.01,0.01,38262677000170
15,0.0749,1,0.04,0.01,0.01,38262677000170
